,smiles,pXC50,Original_Entry_ID,DB,MW,HA,HD,logP,Lipinski rule
14356,O=C(N1CCCC1)C=2C(O)=CC3=C(C2)C=CC=C3,5.11707639694214,CHEMBL1896018,chembl20,241.29,2,1,2.7814,True
14357,O=C(N1CCCC1)C2=CC3=C(C=C2O)C=CC=C3,5.11707639694214,5303039,pubchem_screening,241.29,2,1,2.7814,True
14360,O=C(N1CCCC1)C2=CC3=C(C=C2O)C=CC=C3,5.11707639694214,5303039,pubchem,241.29,2,1,2.7814,True
14520,O(C=1C(OC)=CC2=NC(=NC(O)=C2C1)CN(CC=3N=C4C(=C(O)N3)C=CC=C4)CC)C,5.11782932281494,CHEMBL1364282,chembl20,421.457,9,2,3.0235,True
14532,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C3=NC(=C(CC)C(O)=N3)C,5.11788129806519,1422192,pubchem_screening,413.503,7,1,2.39482,True
14535,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C3=NC(=C(CC)C(O)=N3)C,5.11788129806519,1422192,pubchem,413.503,7,1,2.39482,True
14747,S(C1=NC(O)=C(C(=N1)C)CC)CC(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3,5.11788129806519,CHEMBL1714372,chembl20,413.503,7,1,2.39482,True
14749,S1/C(/N(N=CC2=C(O)C=C(O)C=C2)C(=C1)C)=N\C,5.11795711517334,5742517,pubchem_screening,263.322,6,2,1.68192,True
14752,S1/C(/N(N=CC2=C(O)C=C(O)C=C2)C(=C1)C)=N\C,5.11795711517334,5742517,pubchem,263.322,6,2,1.68192,True
14986,S1/C(/N(/N=C/C2=C(O)C=C(O)C=C2)C(=C1)C)=N\C,5.11795711517334,CHEMBL3195747,chembl20,263.322,6,2,1.68192,True
15001,S(CC1=NC2=C(C(O)=N1)C=CC=C2)C=3N=C(O)C(CC)=C(O)N3,5.11797714233398,1508259,pubchem_screening,330.369,8,3,2.3913,True
15004,S(CC1=NC2=C(C(O)=N1)C=CC=C2)C=3N=C(O)C(CC)=C(O)N3,5.11797714233398,1508259,pubchem,330.369,8,3,2.3913,True
15204,S(C=1N=C(O)C(=C(O)N1)CC)CC2=NC3=C(C(O)=N2)C=CC=C3,5.11797714233398,CHEMBL1600242,chembl20,330.369,8,3,2.3913,True
15206,FC(F)(F)C=1N2N=C(C(=O)N3CCN(CC3)CC)C=C2N=C(C1)C=4C=CC=CC4,5.11837530136108,1251997,pubchem_screening,403.408,5,0,3.1928,True
15209,FC(F)(F)C=1N2N=C(C(=O)N3CCN(CC3)CC)C=C2N=C(C1)C=4C=CC=CC4,5.11837530136108,1251997,pubchem,403.408,5,0,3.1928,True
15448,FC(F)(F)C=1N2N=C(C=C2N=C(C1)C=3C=CC=CC3)C(=O)N4CCN(CC4)CC,5.11837530136108,CHEMBL1430230,chembl20,403.408,5,0,3.1928,True
15454,FC(F)(F)C(O)CN1CCC(CC1)CC2=CC=CC=C2,5.11849451065064,3811822,pubchem_screening,287.325,2,1,2.8643,True
15457,FC(F)(F)C(O)CN1CCC(CC1)CC2=CC=CC=C2,5.11849451065064,3811822,pubchem,287.325,2,1,2.8643,True
15615,FC(F)(F)C(O)CN1CCC(CC1)CC2=CC=CC=C2,5.11849451065064,CHEMBL1511615,chembl20,287.325,2,1,2.8643,True
15616,C(O)(=NO)CSC1=CC=2C=CC=CC2C=C1,5.1185154914856,CHEMBL182879,chembl20,233.292,3,2,3.2776,True
15617,O=C1N(CC)C=NC=2N(N=CC21)C3=CC=CC=C3,5.11865615844727,919611,pubchem_screening,240.266,5,0,1.6021,True
15620,O=C1N(CC)C=NC=2N(N=CC21)C3=CC=CC=C3,5.11865615844727,919611,pubchem,240.266,5,0,1.6021,True
15829,O=C1N(C=NC=2N(N=CC21)C3=CC=CC=C3)CC,5.11865615844727,CHEMBL1362330,chembl20,240.266,5,0,1.6021,True
15834,O(C1=CC(C(=NO)CC)=CC=C1O)C,5.11865997314453,5413567,pubchem_screening,195.218,4,2,1.9891,True
15837,O(C1=CC(C(=NO)CC)=CC=C1O)C,5.11865997314453,5413567,pubchem,195.218,4,2,1.9891,True
16076,O(C=1C(O)=CC=C(C1)/C(=N/O)/CC)C,5.11865997314453,CHEMBL3209004,chembl20,195.218,4,2,1.9891,True
16080,S(C1=NC2=C(C(O)=N1)C=CC=C2)C(C(O)=O)CC,5.11879062652588,CHEMBL1391862,chembl20,264.306,5,2,2.2907,True
16083,S(C(CC)C(=O)O)C=1N=C2C(=C(O)N1)C=CC=C2,5.11879062652588,2917398,pubchem_screening,264.306,5,2,2.2907,True
16086,S(C(CC)C(=O)O)C=1N=C2C(=C(O)N1)C=CC=C2,5.11879062652588,2917398,pubchem,264.306,5,2,2.2907,True
16296,C1=CC=C2N=C(SC2=C1)NC3CCN(CC3)CC4=CC=C(C(=C4)OC)OC,5.11896944046021,CHEMBL391950,chembl20,383.517,6,1,4.39,True
16297,O=C1N(N(C(=C1/N=C/C=N/C2=C(N(N(C2=O)C3=CC=CC=C3)C)C)C)C)C4=CC=CC=C4,5.11899614334106,544828,pubchem,428.496,8,0,3.38704,True
16302,O=C1N(N(C(=C1/N=C/C=N/C2=C(N(N(C2=O)C3=CC=CC=C3)C)C)C)C)C4=CC=CC=C4,5.11899614334106,544828,pubchem_screening,428.496,8,0,3.38704,True
16386,S(C=1N=C(O)C(CC)=C(O)N1)CC(=O)NC=2SC=C(N2)C3=CC=CC=C3,5.11900615692139,2875569,pubchem,388.474,8,3,3.3045,True
16388,S(C=1N=C(O)C(CC)=C(O)N1)CC(=O)NC=2SC=C(N2)C3=CC=CC=C3,5.11900615692139,2875569,pubchem_screening,388.474,8,3,3.3045,True
16391,FC(F)C=1N2N=CC(=C2N=C(C1)C=3C=CC=CC3)C(=O)NN4CCCCC4,5.11966514587402,CHEMBL1899361,chembl20,371.391,5,1,3.4646,True
16393,FC(F)C=1N2N=CC(C(=O)NN3CCCCC3)=C2N=C(C1)C=4C=CC=CC4,5.11966514587402,995405,pubchem_screening,371.391,5,1,3.4646,True
16396,FC(F)C=1N2N=CC(C(=O)NN3CCCCC3)=C2N=C(C1)C=4C=CC=CC4,5.11966514587402,995405,pubchem,371.391,5,1,3.4646,True
16598,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C=3SN=C(SC)N3,5.11983442306519,667404,pubchem_screening,407.546,8,0,2.6018,True
16601,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C=3SN=C(SC)N3,5.11983442306519,667404,pubchem,407.546,8,0,2.6018,True
16841,S(C=1SN=C(SC)N1)CC(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3,5.11983442306519,CHEMBL1445879,chembl20,407.546,8,0,2.6018,True
16843,N1(CCC(COC(C2=CN(C=3C=CC=CC23)C)=O)CC1)CC=NS(O)(=O)C,5.11983489990234,CHEMBL33884,chembl20,393.509,5,2,2.1524,True
16857,S(O)(=O)(N=CCN1CCC(CC1)COC(=O)C=2C=3C(N(C2)C)=CC=CC3)C,5.11983489990234,119376,pubchem_screening,393.509,5,2,2.1524,True
16860,S(O)(=O)(N=CCN1CCC(CC1)COC(=O)C=2C=3C(N(C2)C)=CC=CC3)C,5.11983489990234,119376,pubchem,393.509,5,2,2.1524,True
17032,O(C=1C=C(CN2CCC=3C(C2)=CC=CC3)C=CC1O)C,5.11990642547607,764835,pubchem_screening,269.344,3,1,2.9591,True
17035,O(C=1C=C(CN2CCC=3C(C2)=CC=CC3)C=CC1O)C,5.11990642547607,764835,pubchem,269.344,3,1,2.9591,True
17205,O(C=1C=C(CN2CC=3C(CC2)=CC=CC3)C=CC1O)C,5.11990642547607,CHEMBL1582580,chembl20,269.344,3,1,2.9591,True
17224,IC1=CC=C(CC2CCN(CC2)CC3=NC=4C(N3)=CC=C(N=S(O)(=O)C)C4)C=C1,5.12054204940796,52950201,pubchem,524.428,4,2,4.8245,False
17225,O1C(C=2N=C3N(N2)C(=NC=4N(N=CC43)CCC=5C=CC(=CC5)/C(/N)=N/O)N)=CC=C1,5.12062931060791,10318983,pubchem,403.406,10,3,1.6534,False
17226,N12C(C=3C=NN(C3N=C1N)CCC=4C=CC(=CC4)/C(/N)=N/O)=NC(=N2)C=5OC=CC5,5.12062931060791,CHEMBL2112948,chembl20,403.406,10,3,1.6534,False
17227,C=1(N=C(O)C2=C(N1)C=CC=C2)C(C(=NC(=C3N(C(=C(CC=4C=CC=CC4)NC)O)CCC3)O)CCCN=C(N)N)O,5.12074136734009,CHEMBL102919,chembl20,560.659,10,7,2.8755,False
17228,C1(=C(N(C)C=2C1=CC=CC2)O)/N=N/C(=S)N,5.12077045440674,CHEMBL362994,chembl20,234.284,4,2,2.2112,True
17231,S=C(N=NC=1C2=C(N(C1O)C)C=CC=C2)N,5.12077045440674,6713324,pubchem_screening,234.284,4,2,2.2112,True
17232,S=C(N=NC=1C2=C(N(C1O)C)C=CC=C2)N,5.12077045440674,6713324,pubchem,234.284,4,2,2.2112,True
17237,S=C(N=NC=1C2=C(N(C1O)C)C=CC=C2)N,5.12077045440674,6861563,pubchem,234.284,4,2,2.2112,True
17248,OC1=C(C=CC(O)=C1)/C=N/N2CCCCC2,5.12078857421875,CHEMBL3210309,chembl20,220.272,4,2,1.9176,True
17255,OC1=C(C=NN2CCCCC2)C=CC(O)=C1,5.12078857421875,6524630,pubchem_screening,220.272,4,2,1.9176,True
17258,OC1=C(C=NN2CCCCC2)C=CC(O)=C1,5.12078857421875,6524630,pubchem,220.272,4,2,1.9176,True
17411,IC1=C2N=C(OCC3CCN(CC3)CCC)C4=C(N=CC=C4)C2=CC=C1,5.12091016769409,71457409,pubchem,461.347,4,0,4.8884,True
17412,O(C1=NC=2C(C=3C1=CC=CN3)=CC=CC2I)CC4CCN(CCC)CC4,5.12091016769409,CHEMBL2181168,chembl20,461.347,4,0,4.8884,True
17416,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C3CC3)C4=CC(F)=CC=C4,5.12096643447876,4912296,pubchem_screening,354.428,4,2,2.7773,True
17419,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C3CC3)C4=CC(F)=CC=C4,5.12096643447876,4912296,pubchem,354.428,4,2,2.7773,True
17574,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C3CC3)C4=CC(F)=CC=C4,5.12096643447876,CHEMBL3212565,chembl20,354.428,4,2,2.7773,True
17577,C=1(C=CC=2NC(=NC2C1)CN3CCC(CC3)CC4=CC=C(C=C4)I)O,5.12096881866455,CHEMBL1270235,chembl20,447.32,3,2,4.3278,True
17578,S1C(N2N=C(C(C(=NCCCN3C=CN=C3)CC)=C2O)C(F)(F)F)=NC=4C1=CC=CC4,5.12116718292236,5344312,pubchem,448.474,8,1,4.69230000000001,True
17579,S1C(N2N=C(C(C(=NCCCN3C=CN=C3)CC)=C2O)C(F)(F)F)=NC=4C1=CC=CC4,5.12116718292236,5344312,pubchem_screening,448.474,8,1,4.69230000000001,True
17582,OC=1C=C(N(CC)CC)C=CC1C=NN=C(O)C2=C(O)C=CC=C2,5.12170743942261,5718431,pubchem_screening,327.384,5,3,3.2827,True
17585,[C@H]1([C@H](S[C@@H](N2C=3C(=C(NC4CC4)N=C(Cl)N3)N=C2)[C@@H]1O)C(=O)N5CCC(CC5)CC6=CC=CC=C6)O,5.12188816070557,CHEMBL201934,chembl20,529.066,9,3,2.8711,False
17588,O=C(NCC1CCN(CC1)CC2=CC=CC=C2)C=3C(O)=C4C(=NC3O)C=C(O)C(O)=C4,5.12191534042358,86279208,pubchem,423.469,7,5,2.6992,False
17589,C=1(C(=C(C(O)=O)C(/C=N/NC(=S)NC2CCCCC2)=CC1)O)O,5.12206268310547,CHEMBL228916,chembl20,337.401,5,5,1.9267,False
17590,S=C(NC1CCCCC1)NN=CC=2C(=C(O)C(O)=CC2)C(=O)O,5.12206268310547,54705143,pubchem,337.401,5,5,1.9267,False
17591,N=1C(=C2C(=NC1C#CC3=CC=C(C=C3)CCCCC)N(C=N2)[C@@H]4O[C@@H]([C@H]([C@H]4O)O)CO)NOC,5.12208414077759,CHEMBL374320,chembl20,467.526,10,4,1.5436,False
17594,C1=CC(=C(N1CCCC2=CC=3C(C=C2)=CC=CC3)O)CCC(O)=NO,5.12215662002564,CHEMBL1668018,chembl20,338.407,4,3,4.258,True
17599,OC=1N=C(O)N=C(O)C1C(=NCC=2OC=CC2)CC,5.12239503860474,CHEMBL1470976,chembl20,263.253,7,3,1.5857,True
17602,O1C(CN=C(CC)C2=C(O)N=C(O)N=C2O)=CC=C1,5.12239503860474,5389633,pubchem_screening,263.253,7,3,1.5857,True
17605,O1C(CN=C(CC)C2=C(O)N=C(O)N=C2O)=CC=C1,5.12239503860474,5389633,pubchem,263.253,7,3,1.5857,True
17845,S(O)(O)(N=CC=1N=C(SC1)C=2C=CC=CC2)=CC,5.12251281738281,5310004,pubchem_screening,282.39,5,3,3.449,True
17848,S(O)(O)(N=CC=1N=C(SC1)C=2C=CC=CC2)=CC,5.12251281738281,5310004,pubchem,282.39,5,3,3.449,True
18083,S(O)(O)(N=CC=1N=C(SC1)C=2C=CC=CC2)=CC,5.12251281738281,CHEMBL1381146,chembl20,282.39,5,3,3.449,True
18087,C1(=C(C(O)=CC=C1)F)C(O)CNC,5.12280416488647,CHEMBL302451,chembl20,185.198,3,3,0.7841,True
18088,C1=CC=C2C3=C(N(CC=4C=CC(=CC4)C(=NO)O)C2=C1)CCN(CC=C)C3,5.12284708023071,CHEMBL2018442,chembl20,361.445,4,2,3.9275,True
18089,OC(=NO)C=1C=CC(CN2C3=C(CN(CC3)CC=C)C=4C2=CC=CC4)=CC1,5.12284708023071,50898672,pubchem,361.445,4,2,3.9275,True
18090,O=C1N(N(C(C1=NC(=O)C(C=2CCCCC2)C#N)C)C)C3=CC=CC=C3,5.12320423126221,CHEMBL1350607,chembl20,350.422,4,0,2.87628,True
18093,O=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C(C=3CCCCC3)C#N,5.12320423126221,2388843,pubchem_screening,350.422,4,0,2.87628,True
18096,O=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C(C=3CCCCC3)C#N,5.12320423126221,2388843,pubchem,350.422,4,0,2.87628,True
18340,C1=CC=C2N3C(OCCC3)=C(C2=C1)C(NCC4CCN(CC4)CC(=O)O)=O,5.12339019775391,CHEMBL1632170,chembl20,371.437,5,2,1.9502,True
18341,S(O)(=CCCC)C1=C(O)C=2C(N=C1O)=CC=CC2,5.12342500686646,54696618,pubchem_screening,265.334,4,3,3.3491,True
18344,S(O)(=CCCC)C1=C(O)C=2C(N=C1O)=CC=CC2,5.12342500686646,54696618,pubchem,265.334,4,3,3.3491,True
18546,S(O)(C1=C(O)C=2C(N=C1O)=CC=CC2)=CCCC,5.12342500686646,CHEMBL1451418,chembl20,265.334,4,3,3.3491,True
18552,S1C=C(O)C(C(=NCCC2=CC(OC)=C(OC)C=C2)C)=C1O,5.12356567382813,2834819,pubchem,321.398,6,2,3.2282,True
18553,S1C=C(O)C(C(=NCCC2=CC(OC)=C(OC)C=C2)C)=C1O,5.12356567382813,2834819,pubchem_screening,321.398,6,2,3.2282,True
18556,O=C1N(N(C(C1=NC(=O)COCC)C)C)C2=CC=CC=C2,5.12374544143677,1731901,pubchem_screening,289.335,4,0,1.2726,True
18557,O=C1N(N(C(C1=NC(=O)COCC)C)C)C2=CC=CC=C2,5.12374544143677,1731901,pubchem,289.335,4,0,1.2726,True
18680,O=C1N(N(C(C1=NC(=O)COCC)C)C)C2=CC=CC=C2,5.12374544143677,CHEMBL1423819,chembl20,289.335,4,0,1.2726,True
18681,S(C1=C(O)N(C(O)=C1)C=2C=C(OC)C=CC2)/C(=N\CC)/NCC,5.12375688552856,CHEMBL2137248,chembl20,335.429,6,3,2.9746,True
18682,S(C=1C=C(O)N(C1O)C2=CC(OC)=CC=C2)/C(/NCC)=N/CC,5.12375688552856,2857989,pubchem_screening,335.429,6,3,2.9746,True
18685,S(C=1C=C(O)N(C1O)C2=CC(OC)=CC=C2)/C(/NCC)=N/CC,5.12375688552856,2857989,pubchem,335.429,6,3,2.9746,True
18923,O=C(N1CCCCCC1)C2=C(O)C=3C(N=C2)=CC=C(C3)CC,5.12390899658203,648824,pubchem_screening,298.386,3,1,3.519,True
18926,O=C(N1CCCCCC1)C2=C(O)C=3C(N=C2)=CC=C(C3)CC,5.12390899658203,648824,pubchem,298.386,3,1,3.519,True
19166,OC=1C=2C(N=CC1C(=O)N3CCCCCC3)=CC=C(C2)CC,5.12390899658203,CHEMBL1498338,chembl20,298.386,3,1,3.519,True
19168,C1(=CC=CS1)/C=C(/C(=N/O)/CC)\C,5.12427139282227,CHEMBL1085709,chembl20,195.287,3,1,3.3916,True
19169,S(CC(=O)N=C1C(=O)N(N(C1C)C)C2=CC=CC=C2)CC=3OC=CC3,5.1243166923523,CHEMBL1587741,chembl20,357.435,5,0,2.7625,True
19170,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)CC=3OC=CC3,5.1243166923523,5299034,pubchem_screening,357.435,5,0,2.7625,True
19173,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)CC=3OC=CC3,5.1243166923523,5299034,pubchem,357.435,5,0,2.7625,True
19332,S=1(O)(O)=CC(NC(=O)CSC2=NC=3N(N=CC3C(O)=N2)C4=CC=CC=C4)CC1,5.12431716918945,4968874,pubchem_screening,419.488,9,4,1.8567,True
19335,S=1(O)(O)=CC(NC(=O)CSC2=NC=3N(N=CC3C(O)=N2)C4=CC=CC=C4)CC1,5.12431716918945,4968874,pubchem,419.488,9,4,1.8567,True
19537,S=1(O)(O)=CC(NC(=O)CSC2=NC=3N(N=CC3C(O)=N2)C4=CC=CC=C4)CC1,5.12431716918945,CHEMBL1525417,chembl20,419.488,9,4,1.8567,True
19540,C1=CC(NC2CCN(CC2)C(O)C(C)=O)=CC3=C1NN=C3,5.12442064285278,CHEMBL395942,chembl20,288.351,5,3,1.3466,True
19542,OC=1C(C(=O)N/N=C/C2=C(N3CCCC3)N(N=C2C)C4=CC=CC=C4)=CC5=C(C1)C=CC=C5,5.12465047836304,6903966,pubchem_screening,439.519,6,2,4.40362,True
19545,OC=1C(C(=O)N/N=C/C2=C(N3CCCC3)N(N=C2C)C4=CC=CC=C4)=CC5=C(C1)C=CC=C5,5.12465047836304,6903966,pubchem,439.519,6,2,4.40362,True
19740,OC=1C(C(=O)N/N=C/C2=C(N(N=C2C)C3=CC=CC=C3)N4CCCC4)=CC5=C(C1)C=CC=C5,5.12465047836304,CHEMBL3190115,chembl20,439.519,6,2,4.40362,True
19751,O/N=C/1\CCCC\C1=C/C2=CC=CC=C2,5.12479543685913,5410937,pubchem_screening,201.269,2,1,3.4742,True
19754,O/N=C/1\CCCC\C1=C/C2=CC=CC=C2,5.12479543685913,5410937,pubchem,201.269,2,1,3.4742,True
19951,O/N=C\1/C(=C/C2=CC=CC=C2)/CCCC1,5.12479543685913,CHEMBL3212200,chembl20,201.269,2,1,3.4742,True
19955,S1C(=NC(=C1)/C(=N/O)/C)C=2C=CC=CC2,5.12495183944702,5923181,pubchem_screening,218.281,4,1,3.0083,True
19958,O1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N2C(=C3C(=N2)C=CC=C3)CC4=CC=C(C=C4)CC)O)O)O)CO,5.12511157989502,CHEMBL2430320,chembl20,398.459,7,4,1.1619,True
19959,BrC1=CC=C(N=NC2=C(O)C=C(N(CC)CC)C=C2)N=C1,5.1260142326355,5911417,pubchem_screening,349.232,5,1,4.8113,True
19961,C/1(\N(C(=O)CS1)CCC)=N\C=2C=CC=CC2,5.12619304656982,CHEMBL182793,chembl20,234.324,3,0,2.6595,True
19963,S1/C(/N(CCC)C(=O)C1)=N\C2=CC=CC=C2,5.12619304656982,399675,pubchem_screening,234.324,3,0,2.6595,True
19966,S1/C(/N(CCC)C(=O)C1)=N\C2=CC=CC=C2,5.12619304656982,399675,pubchem,234.324,3,0,2.6595,True
20170,O=C1N(N(C(C1=NC(=O)/C(=C/C2=C(N=C3N(C2=O)C=CC=C3)N4CCCCC4)/C#N)C)C)C5=CC=CC=C5,5.12621450424194,CHEMBL1869846,chembl20,509.57,8,0,2.84148,False
20172,O=C1N2C(=NC(N3CCCCC3)=C1/C=C(/C(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C)\C#N)C=CC=C2,5.12621450424194,1841038,pubchem_screening,509.57,8,0,2.84148,False
20175,O=C1N2C(=NC(N3CCCCC3)=C1/C=C(/C(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C)\C#N)C=CC=C2,5.12621450424194,1841038,pubchem,509.57,8,0,2.84148,False
20360,OC=1N(C(O)=CC1NC2C(CCCC2)C)C3=CC=CC=C3,5.12623691558838,3135045,pubchem_screening,286.375,4,3,3.8791,True
20361,S(C(CC)C(=O)N)C1=NC=2N(N=CC2C(SCCC)=N1)C3=CC=CC=C3,5.12640762329102,44346383,pubchem,387.534,7,1,3.6736,True
20362,OC1=C(C=NN2CCCCC2)C=CC=C1O,5.12645053863525,6299197,pubchem_screening,220.272,4,2,1.9176,True
20365,OC1=C(C=NN2CCCCC2)C=CC=C1O,5.12645053863525,6299197,pubchem,220.272,4,2,1.9176,True
20519,OC1=C(/C=N/N2CCCCC2)C=CC=C1O,5.12645053863525,CHEMBL3211815,chembl20,220.272,4,2,1.9176,True
20527,C1=2C(C=3C(N=C1OCC4CCN(CCC)CC4)=CC=CC3)=NC=CC2,5.12647294998169,CHEMBL2181171,chembl20,335.451,4,0,4.2838,True
20528,O(CC1CCN(CC1)CCC)C2=NC=3C(C4=NC=CC=C24)=CC=CC3,5.12647294998169,71462777,pubchem,335.451,4,0,4.2838,True
20531,O=C(N1C(CCCC1)C)C2=CC3=C(C=C2O)C=CC=C3,5.12703990936279,2988641,pubchem_screening,269.344,2,1,3.56,True
20534,O=C(N1C(CCCC1)C)C2=CC3=C(C=C2O)C=CC=C3,5.12703990936279,2988641,pubchem,269.344,2,1,3.56,True
20692,O=C(N1C(CCCC1)C)C=2C(O)=CC3=C(C2)C=CC=C3,5.12703990936279,CHEMBL1606728,chembl20,269.344,2,1,3.56,True
20695,S(CC(=O)N(CC)CC)C=1N=C2C(=C(O)N1)C=CC=C2,5.12725639343262,698657,pubchem_screening,291.376,5,1,2.2959,True
20698,S(CC(=O)N(CC)CC)C=1N=C2C(=C(O)N1)C=CC=C2,5.12725639343262,698657,pubchem,291.376,5,1,2.2959,True
20936,S(C1=NC2=C(C(O)=N1)C=CC=C2)CC(=O)N(CC)CC,5.12725639343262,CHEMBL1338135,chembl20,291.376,5,1,2.2959,True
20938,O=C1N(CCCCCC)C=NC=2N(/N=C/C=3OC=CC3)C4=NC=5C(N=C4C21)=CC=CC5,5.12731695175171,9568674,pubchem_screening,414.469,8,0,4.3499,True
20941,O=C1N(CCCCCC)C=NC=2N(/N=C/C=3OC=CC3)C4=NC=5C(N=C4C21)=CC=CC5,5.12731695175171,9568674,pubchem,414.469,8,0,4.3499,True
21145,O=C1N(C=NC=2N(/N=C/C=3OC=CC3)C4=NC=5C(N=C4C21)=CC=CC5)CCCCCC,5.12731695175171,CHEMBL1998234,chembl20,414.469,8,0,4.3499,True
21157,OC1=C(C=NN2CCCCC2)C=CC=C1,5.12754726409912,5885402,pubchem_screening,204.273,3,1,2.212,True
21160,OC1=C(C=NN2CCCCC2)C=CC=C1,5.12754726409912,5885402,pubchem,204.273,3,1,2.212,True
21362,OC1=C(/C=N/N2CCCCC2)C=CC=C1,5.12754726409912,CHEMBL3191709,chembl20,204.273,3,1,2.212,True
21366,C=1(N(C=C(N1)C(O)NO)CC2=CC3=CC=CC=C3C=C2)O,5.12822246551514,CHEMBL278366,chembl20,285.303,6,4,1.7599,True
21367,O1C=C(O)C(C(=NCCC2=CC(OC)=C(OC)C=C2)C)=C1O,5.1282753944397,788522,pubchem,305.33,6,2,2.7597,True
21368,O1C=C(O)C(C(=NCCC2=CC(OC)=C(OC)C=C2)C)=C1O,5.1282753944397,788522,pubchem_screening,305.33,6,2,2.7597,True
21371,C=12N=C(OCCC)N(C(C1C=NN2C=3C=CC=CC3)=O)C,5.12848424911499,CHEMBL109310,chembl20,284.319,6,0,1.908,True
21372,C1=CC(NC2=NC=NC(=C2/C=N/N3CCN(CC3)CCO)N)=CC=4C=NN(CC5=CC=CC(F)=C5)C41,5.12870311737061,CHEMBL514566,chembl20,489.559,10,3,2.2833,False
21374,O1C(=C(O)C(C(=NCCC2=CC(OC)=C(OC)C=C2)C)=C1O)C3=CC=CC=C3,5.12880373001099,6283963,pubchem_screening,381.428,6,2,4.4267,True
21377,O1C(=C(O)C(C(=NCCC2=CC(OC)=C(OC)C=C2)C)=C1O)C3=CC=CC=C3,5.12880373001099,6283963,pubchem,381.428,6,2,4.4267,True
21577,O1C(=C(O)C(=C1O)/C(=N/CCC=2C=C(OC)C(OC)=CC2)/C)C3=CC=CC=C3,5.12880373001099,CHEMBL3195326,chembl20,381.428,6,2,4.4267,True
21585,S(O)(O)(N=CCC=1C=C(OC)C(OC)=CC1)=CC,5.12914562225342,CHEMBL1586742,chembl20,273.354,5,3,2.5371,True
21589,S(O)(O)(N=CCC1=CC(OC)=C(OC)C=C1)=CC,5.12914562225342,896384,pubchem_screening,273.354,5,3,2.5371,True
21592,S(O)(O)(N=CCC1=CC(OC)=C(OC)C=C1)=CC,5.12914562225342,896384,pubchem,273.354,5,3,2.5371,True
21830,S=1(N(C(C(O)=NO)=CC1)CCC=2C=CC(=CC2)C=3C=CC=CC3)(O)O,5.12922859191895,CHEMBL99733,chembl20,360.435,5,5,3.6414,False
21831,S=1(O)(O)N(C(=CC1)C(O)=NO)CCC2=CC=C(C=C2)C3=CC=CC=C3,5.12922859191895,10109170,pubchem,360.435,5,5,3.6414,False
21833,O1C=2C(=CC(CC)=CC2)C(=O)C=C1C(=O)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C,5.12947607040405,16013376,pubchem,403.438,5,0,3.2187,True
21835,O1C=2C(=CC(CC)=CC2)C(=O)C=C1C(=O)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C,5.12947607040405,16013376,pubchem_screening,403.438,5,0,3.2187,True
21869,O1C(C(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)=CC(=O)C=4C1=CC=C(C4)CC,5.12947607040405,CHEMBL1514413,chembl20,403.438,5,0,3.2187,True
21871,S=1(N(C(C(O)=NO)=CC1)CC=2C=CC(=CC2)C3=CC=CC=C3)(O)O,5.12949323654175,CHEMBL100754,chembl20,346.408,5,5,3.5989,False
21874,S(N=C1[C@@H](C=2C=C(F)C=CC2)CCC1)(O)(O)=C(C)C,5.12998723983765,CHEMBL307094,chembl20,285.384,3,3,4.1443,True
21875,OC(C=1C=2OC(=O)C=CC2C=CC1OC)C(O)C(C)=C,5.1300745010376,389002,pubchem_screening,276.288,5,2,1.772,True
21883,S1C2=NC=NC(N(CC)CC)=C2C=C1,5.13011407852173,2808589,pubchem_screening,207.302,4,0,2.5375,True
21886,C(O)(CC=1C=C2C=CC(=CC2=CC1)OC)=NO,5.13037586212158,CHEMBL426039,chembl20,231.251,3,2,2.7366,True
21887,O=C1N(N(C(C1=NC(=O)CN2N=C(C=3C(C2=O)=CC=CC3)C(=O)O)C)C)C4=CC=CC=C4,5.13055562973022,CHEMBL1339929,chembl20,433.424,7,1,1.3444,True
21888,O=C1N(N(C(C1=NC(=O)CN2N=C(C=3C(C2=O)=CC=CC3)C(O)=O)C)C)C4=CC=CC=C4,5.13055562973022,2363621,pubchem_screening,433.424,7,1,1.3444,True
