Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
REJFPXMKRRYBSC-YBQNUKSTNA-N,CHEMBL13816,3362,A,6.4,chembl20,3615,9606,HTR6,2105,C=12C=3C(=CC=CC3NC1)[C@@H]4[C@@H](C2)N(C[C@H](CNC(=O)OCC5=CC=CC=C5)C4)C
QUHXHFJZTPIHTR-LQFNOIFHNA-N,18560317,3362,A,6.22185,pubchem,492092,9606,HTR6,2105,ClC=1C(CNC2=NC=3N(N=NC3S(=O)(=O)C4=CC(=C(C=C4)C)C)C5=C2SC=C5)=CC=CC1
QUJJFIRUSWFDCL-INIZCTEONA-N,25263311,3362,A,7.34104,pubchem,353404,9606,HTR6,2105,O(C=1C(=C(N2CCNCC2)C=CC1)C)[C@H](C3=CC=CC=C3)C
QUJJFIRUSWFDCL-MRXNPFEDNA-N,25263312,3362,A,7.15058,pubchem,353404,9606,HTR6,2105,O(C=1C(=C(N2CCNCC2)C=CC1)C)[C@@H](C3=CC=CC=C3)C
QUNVWLZIMPVCFO-JEURLDJSNA-N,CHEMBL1085619,3362,A,8.7,chembl20,635521,9606,HTR6,2105,N1C=C(S(=O)(=O)C2=CC=C3C(=C2)CCC[C@H]3CN)C=N1
QVDOCCNOCBQREJ-UHFFFAOYNA-N,46880756,3362,A,7.63264,pubchem,465713,9606,HTR6,2105,S(=O)(=O)(C1=CN(C2CCNC2)C=3C1=CC=CC3)C=4C=5C(C=CC4)=CC=CC5
QVEPNFFWJPQTIR-UHFFFAOYNA-N,CHEMBL479375,3362,A,6.91,chembl20,488054,9606,HTR6,2105,C1=CC=C2N(S(C3=CC=CC(=C3)OC)(=O)=O)C4=C(C2=C1)CCN(CC4)CCC
QVJKMHVHKSTLSO-UHFFFAOYNA-N,66801210,3362,A,8.74473,pubchem,1152666,9606,HTR6,2105,ClC1=CC=2C(=C(S(=O)(=O)NCCCCN3CCC(CC3)C4=NOC=5C4=CC=C(F)C5)SC2C=C1)C
QYLJQCRJYVHNQO-UHFFFAOYNA-N,CHEMBL3260787,3362,A,6.19,chembl20,1351439,9606,HTR6,2105,C1CC(CN1C2=CC=C3C(=C2)CCNCC3)C4=CC=CC=C4Cl
QYNPZOYJZKJHAD-QWOVJGMINA-N,18560539,3362,A,5.86328,pubchem,492092,9606,HTR6,2105,S(=O)(=O)(C=1N=NN2C1N=C(NCC3=CC(OC)=CC=C3)C=4SC=CC24)C5=CC=CC=C5
QYTJFOQJWICKHP-UHFFFAOYNA-N,24965330,3362,A,7.6306,pubchem,719157,9606,HTR6,2105,BrC1=CC=C(S(=O)(=O)N2C=3C(=C(CN4CCN(CC4)C)C=CC3)C=C2)C=C1
QYYGTTRRPSTUJY-LQFNOIFHNA-N,25263300,3362,A,8.74473,pubchem,353365,9606,HTR6,2105,S(=O)(=O)(N1N=CC2=C1C=C(NC(=O)CCN(C)C)C=C2)C=3C=4C(C=CC3)=CC=CC4
QZLYHSLVARKEML-MPIMZMORNA-N,CHEMBL1277376,3362,A,7.66,chembl20,684952,9606,HTR6,2105,O=S(=O)(C1=NNC2=C1C=CC(N3CCNCC3)=C2)C4=C5C(=CC=C4)C=CC=C5
QZNRHAWJRNRULQ-UHFFFAOYNA-N,CHEMBL3113354,3362,A,6.38,chembl20,1290697,9606,HTR6,2105,S(=O)(=O)(C1=C(N=C2N(C1=N)C=CC=C2)SC)C3=CC=C(C=C3)OC(F)(F)F
QZUDBNBUXVUHMW-UHFFFAOYNA-N,CHEMBL42,3362,A,8.4,chembl20,970262,9606,HTR6,2105,N1=C(C=2C(=CC=CC2)NC=3C1=CC(=CC3)Cl)N4CCN(CC4)C
QXOOGSGQUJQVAZ-UHFFFAOYNA-N,90656174,3362,A,6.82391,pubchem,1139773,9606,HTR6,2105,ClC=1C(C2OC(=O)N(C2)C3=CC4=C(CCNC4)C=C3)=CC=CC1
QXPWRAXEWDBKHX-MPIMZMORNA-N,53320745,3362,A,7.76955,pubchem,550750,9606,HTR6,2105,S(=O)(=O)(C=1NN=C2C1C=CC(NCCN)=C2)C=3C=4C(C=CC3)=CC=CC4
QXPWRAXEWDBKHX-QWOVJGMINA-N,CHEMBL1642854,3362,A,7.77,chembl20,699278,9606,HTR6,2105,N(CCN)C=1C=CC=2C(=NNC2C1)S(=O)(=O)C3=CC=CC=4C3=CC=CC4
QXWPFTKGGUFTQA-GZZLJNBRNA-N,71769424,3362,A,5.85387,pubchem,763806,9606,HTR6,2105,S(=O)(=O)(N1C(=C(C=2C1=CC=CC2)/C=N/N3CCN(CC3)C)C4=CC=CC=C4)C=5C6=C(C(N(C)C)=CC=C6)C=CC5
QWHMNVFMPYFMCB-LQFNOIFHNA-N,24763430,3362,A,7.85387,pubchem,599941,9606,HTR6,2105,S(=O)(=O)(C1=CC2=C(NN=C2C=C1)C3CCN(CC3)C)C4=CC=C(C(C)C)C=C4
QWHMNVFMPYFMCB-MPIMZMORNA-N,CHEMBL1783582,3362,A,7.85,chembl20,750092,9606,HTR6,2105,C1(=CC=2C(C3CCN(CC3)C)=NNC2C=C1)S(C4=CC=C(C=C4)C(C)C)(=O)=O
QWPAIPHOJOOTQF-UHFFFAOYNA-N,45263170,3362,A,8.03152,pubchem,238738,9606,HTR6,2105,N1(CCNCC1)C=2C=3C(C=C(C2)C4=CC=CC=C4)=CC=CC3
QGBIJZJXSDKKSW-LNNLXFCONA-N,CHEMBL571762,3362,A,7.8,chembl20,595423,9606,HTR6,2105,C1=CC=C2N=C(NC2=C1N3CCNCC3)CC=4C=5C(C=CC4)=CC=CC5
QFZMKTVOJUEHMG-UHFFFAOYNA-N,CHEMBL249196,3362,A,5.89,chembl20,458154,9606,HTR6,2105,C=1C=C(C=C(C1OCC2=CC=CC=C2)NCCC3=CC=CC=C3)N4CCN(CC4)C
QFZPYOASMMLHOZ-PKSOQXRJNA-N,CHEMBL598851,3362,A,8.09,chembl20,610399,9606,HTR6,2105,C=1(C=CC=2NN=C(C2C1)S(C3=CC(=CC=C3)Cl)(=O)=O)N4CCC(CC4)N
QFZPYOASMMLHOZ-QWOVJGMINA-N,25122654,3362,A,7.47237,pubchem,459343,9606,HTR6,2105,ClC=1C=C(S(=O)(=O)C=2NN=C3C2C=C(N4CCC(N)CC4)C=C3)C=CC1
QVYRGXJJSLMXQH-UHFFFAOYNA-N,CHEMBL900,3362,A,6.28,chembl20,774719,9606,HTR6,2105,C1(C(C=2C=CC=CC2)OCCN(C)C)=C(C)C=CC=C1
QWGDMFLQWFTERH-UHFFFAOYNA-N,CHEMBL1113,3362,A,7.46,chembl20,774719,9606,HTR6,2105,C1=CC=C2C(N=C(C=3C(=CC=C(C3)Cl)O2)N4CCNCC4)=C1
VZQAAXLQPHFJEF-UHFFFAOYNA-N,CHEMBL394233,3362,A,9.0,chembl20,448716,9606,HTR6,2105,C1(CS(C2=CN(C=3N=CC=CC23)C4CNCC4)(=O)=O)=CC=C(S1)Cl
RPKLCSFXSWUCLJ-UHFFFAOYNA-N,CHEMBL154842,3362,A,8.5,chembl20,3647,9606,HTR6,2105,S(NC1=C(C(Cl)=CC(=C1)Cl)Br)(C=2C=C(N3CCNCC3)C(=CC2)OC)(=O)=O
RQBRUGMHSQYCNU-UHFFFAOYNA-N,73213195,3362,A,6.56384,pubchem,1063799,9606,HTR6,2105,N12C3=C(C=4C1=C(CC=5C(C2)=CC=CC5)C=CC4)CN(CC3)C
RQMUCGKCHQVFCE-UHFFFAOYNA-N,CHEMBL1277752,3362,A,8.66,chembl20,684953,9606,HTR6,2105,O=S(C1=NN(C2=CC=C(C=C12)N3CCNCC3)CCC)(C4=C5C(=CC=C4)C=CC=C5)=O
RQOKMHCTFHXXMM-MPIMZMORNA-N,CHEMBL1642848,3362,A,8.17,chembl20,699278,9606,HTR6,2105,O=S(C1=CC=CC=2C1=CC=CC2)(=O)C=3NN=C4C3C=C(C=C4)NCCN
RQOKMHCTFHXXMM-QWOVJGMINA-N,53324719,3362,A,8.17393,pubchem,550750,9606,HTR6,2105,S(=O)(=O)(C1=NNC=2C1=CC(NCCN)=CC2)C=3C=4C(C=CC3)=CC=CC4
WUQAQWCZEAYERV-UHFFFAOYNA-N,CHEMBL3113364,3362,A,7.22,chembl20,1290697,9606,HTR6,2105,S(=O)(=O)(C1C(N=C2N(C1=N)C=C(C=C2)C)=NC=3C=CC(=CN3)C)C4=CC=CC=C4
WUQAQWCZEAYERV-SBHRATRZNA-N,10341241,3362,A,7.22185,pubchem,1067106,9606,HTR6,2105,S(=O)(=O)(C\1C(N2C(=N/C1=N\C=3N=CC(=CC3)C)C=CC(=C2)C)=N)C4=CC=CC=C4
RTHCYVBBDHJXIQ-UHFFFAOYNA-N,CHEMBL41,3362,A,6.11,chembl20,774719,9606,HTR6,2105,C(C1=CC=C(OC(C2=CC=CC=C2)CCNC)C=C1)(F)(F)F
RTSLGLYHBXLBEJ-UHFFFAOYNA-N,CHEMBL1099284,3362,A,8.68,chembl20,627790,9606,HTR6,2105,N1C2=C(C=3C=C(C=CC13)S(=O)(=O)NC4=CC(=CC=C4)F)CN(CC2)C
ROKYRPTZROQHPQ-UHFFFAOYNA-N,46891175,3362,A,6.90001,pubchem,484073,9606,HTR6,2105,S(=O)(=O)(N1CC(C(=O)N(C2CCN(CC2)C)C)C=3C1=CC=CC3)C4=CC=C(C=C4)C5=CC=CC=C5
BSJQDVZDDBZBJE-UHFFFAOYNA-N,CHEMBL356540,3362,A,5.45,chembl20,3608,9606,HTR6,2105,C=1(C(N2C=CC=CC2=NC1SC)=N)S(=O)(=O)CCC
RQVOSLNGZWVGTI-UHFFFAOYNA-N,CHEMBL354418,3362,A,7.26,chembl20,303258,9606,HTR6,2105,C=1(S(NC2=CC=3N(C=CC3C=C2)CCN(C)C)(=O)=O)N4C(SC=C4)=NC1Cl
RQYRFYXSSOVCAN-MWXIXEGONA-N,CHEMBL1834345,3362,A,7.8,chembl20,771218,9606,HTR6,2105,N1(N=CC(C1)(C)C)/C(=N/S(=O)(C=2C=C(C=CC2)Cl)=O)/NCC
RQYRFYXSSOVCAN-YYZHVCBUNA-N,25056080,3362,A,7.79997,pubchem,621207,9606,HTR6,2105,ClC=1C=C(S(=O)(=O)N/C(/N2N=CC(C2)(C)C)=N/CC)C=CC1
RNXSHTHFCLDSHA-UYBDAZJANA-N,20901266,3362,A,6.82391,pubchem,492092,9606,HTR6,2105,ClC=1C=C(S(=O)(=O)C=2N=NN3C2N=C(NCC=4SC=CC4)C=5SC=CC35)C=CC1
RNXYMZNGMNWKMC-HXTKINSTNA-N,CHEMBL1632158,3362,A,5.0,chembl20,697189,9606,HTR6,2105,C1=CC=C2N3C(OCCC3)=C(C(NCC4CCN(CC4)CCCCCC(OC)=O)=O)C2=C1
QPXKAMQOXFPFPC-UHFFFAOYNA-N,CHEMBL519359,3362,A,6.66,chembl20,501433,9606,HTR6,2105,C=1(C(C)=C(OCC2=CC(=C(C=C2)Cl)Cl)C=CC1)C3CCNCC3
QQGJOZLAJLPARG-VJSLDGLSNA-N,CHEMBL1086756,3362,A,5.72,chembl20,617088,9606,HTR6,2105,C=1C=C(C=CC1)C2=CC(=C(N2CCC)C)C(NCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl)=O
QQRYJPQWFTYNDK-LQFNOIFHNA-N,CHEMBL1170288,3362,A,6.05,chembl20,642499,9606,HTR6,2105,N=1C=2N(C3=C(C1NC=4C=CC=C(C4)OC)SC=C3)N=NC2S(=O)(=O)C5=CC=C(C=C5)C(C)C
QQRZEUWHGIIAAU-UHFFFAOYNA-N,CHEMBL2260373,3362,A,7.0,chembl20,912079,9606,HTR6,2105,N=1C=CC2=C(C1)C(=CN2)CCN(C)C
QQYRQLGIRAUMJS-SPEPDGBUNA-N,CHEMBL1642866,3362,A,8.96,chembl20,699278,9606,HTR6,2105,O=S(=O)(C1=NNC=2C1=CC(=CC2)NC(C3CCNCC3)=O)C=4C=5C(C=CC4)=CC=CC5
QRDSTOMHXWGYKD-UHFFFAOYNA-N,44435637,3362,A,7.92082,pubchem,300690,9606,HTR6,2105,S(=O)(=O)(C1=CN(C2CCCNC2)C3=NC=CC=C31)C4=CC=C(C=C4)C(F)(F)F
QRHABVZRVLWPOZ-UHFFFAOYNA-N,CHEMBL1642130,3362,A,7.24,chembl20,699508,9606,HTR6,2105,C1=C(C=2C(CCN(C2C=C1Br)S(=O)(=O)C=3C=C4C(C=CC=C4)=CC3)=O)N5CCN(CC5)C
QNPXKWNLROHCNC-UHFFFAOYNA-N,CHEMBL2165522,3362,A,7.02,chembl20,861106,9606,HTR6,2105,O=S1(=O)N2C3=CC=C(C=C3C(=C2C4=C1C=CC=C4)CCN(C)C)OC
QNVKMRYWPVDPHU-GOSISDBHNA-N,CHEMBL599466,3362,A,7.86,chembl20,610399,9606,HTR6,2105,C1(N2C[C@@H](CC2)N)=CC=C3N(N=C(C3=C1)S(=O)(=O)C4=C5C(=CC=C4)C=CC=C5)C(C)C
QOFOLNOGEJHONX-UHFFFAOYNA-N,54238415,3362,A,5.69058,pubchem,763552,9606,HTR6,2105,S(=O)(=O)(C=1C(N(C)C)=CC=CC1)C2=CC=CC=C2
QOJPLENOSRBEDN-KCQAQPDRNA-N,CHEMBL343755,3362,A,7.82,chembl20,3675,9606,HTR6,2105,C1=2C[C@@H](C(N3[C@@H](C)C[C@@H]3C)=O)CN(C1=CC=4C=5C2C=CCC5NC4)C
QOJPLENOSRBEDN-UMVBOHGHNA-N,CHEMBL138989,3362,A,7.21,chembl20,3675,9606,HTR6,2105,C1=2C[C@@H](C(N3[C@H](C)C[C@H]3C)=O)CN(C1=CC=4C=5C2C=CCC5NC4)C
QOJPLENOSRBEDN-VNHYZAJKNA-N,CHEMBL137781,3362,A,7.89,chembl20,3674,9606,HTR6,2105,C1=2C[C@@H](C(N3[C@H](C)C[C@@H]3C)=O)CN(C1=CC=4C=5C2C=CCC5NC4)C
QTAPHGYMJJMLDH-UHFFFAOYNA-N,CHEMBL568672,3362,A,8.33,chembl20,598758,9606,HTR6,2105,C=1C=CC2=C(N1)N(C=C2S(C3=CC=CC(=C3)F)(=O)=O)CCN
QTHPJXRRABGKDJ-GFCCVEGCNA-N,24776942,3362,A,8.74473,pubchem,312993,9606,HTR6,2105,O(C=1C=C2C(C[C@@H]3N(CCC3)C)=C(NC2=CC1)CC)C
QTHPJXRRABGKDJ-LBPRGKRZNA-N,CHEMBL404421,3362,A,6.66,chembl20,461019,9606,HTR6,2105,C=1(C=C2C(=CC1)NC(CC)=C2C[C@H]3N(CCC3)C)OC
QTIJSNPVKDJKPJ-UHFFFAOYNA-N,CHEMBL248658,3362,A,7.72,chembl20,458154,9606,HTR6,2105,C1=C(N(=O)=O)C(NCCOC2=C(C=CC=C2)OC)=CC(N3CCN(CC3)C)=C1
QOUKQMLUTNKYNS-UHFFFAOYNA-N,56944086,3362,A,5.284,pubchem,1152666,9606,HTR6,2105,S(=O)(=O)(NCCCCN1CCN(CC1)C2=NOC3=C2C=CC=C3)C=4SC=CC4
QOYHHIBFXOOADH-OKPOJWAQNA-N,CHEMBL46516,3362,A,5.93,chembl20,852004,9606,HTR6,2105,C=1C=CC=CC1N2C3(CCN(CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3)C(NC2)=O
QRQZDZPCRVUFNL-MPIMZMORNA-N,CHEMBL28833,3362,A,5.19,chembl20,3627,9606,HTR6,2105,C1(=CNC2=C1C=CC=N2)CN3CCN(CC3)C4=CC=C(C=C4)CCC
QSLMDECMDJKHMQ-UHFFFAOYNA-N,CHEMBL21731,3362,A,6.38,chembl20,774719,9606,HTR6,2105,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C42
QSPVQFNITBFSRY-HCKMINDGNA-N,44156624,3362,A,9.30016,pubchem,568359,9606,HTR6,2105,S(=O)(=O)(C1=C2N(N=C1NC)C(=CC(=N2)C)C)C=3C=C(F)C=CC3
QSQQQURBVYWZKJ-UHFFFAOYNA-N,9287,3362,A,6.04144,pubchem,752481,9606,HTR6,2105,N1C=2C(C(CC(N)C)=C1)=CC=CC2
QSTVUAOHUFOUFR-UHFFFAOYNA-N,CHEMBL92093,3362,A,8.82,chembl20,3664,9606,HTR6,2105,N1(S(=O)(=O)C2=CC=CC=C2)C3=C(C(CN(C)C)CCC3)C4=C1C=CC(OC)=C4
QSZKEUGVLSYSFQ-UHFFFAOYNA-N,CHEMBL2152923,3362,A,8.0,chembl20,853659,9606,HTR6,2105,O=S(C=1C=C(C(=CC1)C)N2CCNCC2)(NC=3C=CC=C(C3)COC)=O
QNKDSHFHNKMHRY-QWOVJGMINA-N,CHEMBL1169722,3362,A,5.42,chembl20,642499,9606,HTR6,2105,N=1C=2N(C3=C(SC=C3)C1NC=4C=C(C=CC4)F)N=NC2S(C5=CC=C(C=C5)C)(=O)=O
OCODFQSTQZRWLI-UHFFFAOYNA-N,CHEMBL184640,3362,A,7.64,chembl20,303107,9606,HTR6,2105,C=1(S(=O)(=O)C2=CC=CC=C2)C=3C(=CC(=CC3)OC)N(C1)CCN(C)C
QEYZDQKYDMAJAJ-UHFFFAOYNA-N,CHEMBL1785059,3362,A,8.42,chembl20,750637,9606,HTR6,2105,C1N(CCN(C1)CC2=CC=C3N(C=CC3=C2)S(C4=CC=CC=C4)(=O)=O)C
QOOIUYYXIWJEGH-UHFFFAOYNA-N,44403375,3362,A,7.52288,pubchem,254956,9606,HTR6,2105,ClC=1C=C2C(C=3CCN(CC3)CC)=C(NC2=CC1)C
QOOWDQCUBAWIJN-UHFFFAOYNA-N,CHEMBL367088,3362,A,8.01,chembl20,303258,9606,HTR6,2105,C=1(S(NC=2C=C3C=CN(C3=CC2)CCN4CCCC4)(=O)=O)N5C(SC=C5)=NC1Cl
QOPOFWNBOBVJPE-UHFFFAOYNA-N,44155992,3362,A,8.97062,pubchem,568359,9606,HTR6,2105,S(=O)(=O)(C1=C2N(N=C1SC)C(=CC(=N2)C)C)C=3C=C(F)C=CC3
PYWVMKQJDLHKMQ-UHFFFAOYNA-N,71574302,3362,A,6.52143,pubchem,723181,9606,HTR6,2105,ClC1=C(N2CCN(CC2)CCCCNS(=O)(=O)C=3C=C4N=CC=CC4=CC3)C=CC=C1Cl
PYXFRMLACHDGND-UHFFFAOYNA-N,73350387,3362,A,8.18046,pubchem,745143,9606,HTR6,2105,S(C=1C=C2C(C=3CCNCC3)=C(NC2=CC1)C)C
PYXYXDOAMGMGFK-UHFFFAOYNA-N,11476494,3362,A,7.01189,pubchem,239164,9606,HTR6,2105,ClC=1N=C2SC=CN2C1S(=O)(=O)NC=3C=C4C(N(CCN(CC)CC)C=C4)=CC3
QKGIEOVAASUNSI-UHFFFAOYNA-N,53316984,3362,A,9.25026,pubchem,568359,9606,HTR6,2105,S(=O)(=O)(C1=C2N(N=C1SC)C(=CC(=N2)C)CO)C3=CC=CC=C3
QDYGSCKGDACLLR-UHFFFAOYNA-N,CHEMBL1642417,3362,A,8.07,chembl20,699426,9606,HTR6,2105,C=1C=C(S(N2C=C(N3CCN(CC3)CC)C4=C2C=CC=C4)(=O)=O)C=CC1C(C)C
RINDWKCBWYZRSG-HPRFPMAVNA-N,71814155,3362,A,6.11351,pubchem,762125,9606,HTR6,2105,S(=O)(=O)(NC1=NNC=2C(=O)N(C3CCNCC3)CCC21)C=4C=5C(C=CC4)=CC=CC5
RINXQDUPDMEAJJ-UHFFFAOYNA-N,49782361,3362,A,6.78252,pubchem,517721,9606,HTR6,2105,ClC1=CC=2C(=C(S(=O)(=O)NC=3C=C(N4CCN(S(=O)(=O)C=5C6=C(C(N(C)C)=CC=C6)C=CC5)CC4)C(OC)=CC3)SC2C=C1)C
RIODAMKKYXEOCC-NRFANRHFNA-N,CHEMBL606817,3362,A,9.0,chembl20,303674,9606,HTR6,2105,C1=C(C=CC=2NC=C(C12)C[C@H]3N(CCC3)C)NS(C4=CC=C5C=CC=CC5=C4)(=O)=O
RIODAMKKYXEOCC-OAQYLSRUNA-N,CHEMBL606637,3362,A,9.0,chembl20,303674,9606,HTR6,2105,C1=C(C=CC=2NC=C(C12)C[C@@H]3N(CCC3)C)NS(C4=CC=C5C=CC=CC5=C4)(=O)=O
RHNJWNWKMNDAAR-UHFFFAOYNA-N,CHEMBL3289972,3362,A,7.57,chembl20,1366806,9606,HTR6,2105,S(=O)(=O)(NCCCCN1CCN(CC1)C2=NOC=3C2=CC=CC3)C4=CC=C(C(=C4)Cl)F
RGKWHNGPDHWWMY-UHFFFAOYNA-N,CHEMBL593172,3362,A,6.45,chembl20,603611,9606,HTR6,2105,S(C1=C(C2=CC(=CC=C2S1)Cl)C)(=O)(=O)NC3=CC4=C(CC(=C4C5CN(CCC5)C)C)C=C3
QUUSSZWUXRDTJG-UHFFFAOYNA-N,CHEMBL371292,3362,A,9.0,chembl20,320876,9606,HTR6,2105,C1=CC=C2N(C=C(C2=C1)C3CNCCC3)S(C4=CC=CC=C4)(=O)=O
QZAYGJVTTNCVMB-UHFFFAOYNA-N,5202,3362,A,7.56067,pubchem,459341,9606,HTR6,2105,OC1=CC=2C(CCN)=CNC2C=C1
RCELUXDYJXBIDG-JRMDVYNMNA-N,CHEMBL413049,3362,A,6.76,chembl20,302552,9606,HTR6,2105,C1(=NC(NCCC2=CC=C(C=C2)F)=NC(=N1)N)N[C@H](C3=CC=C(C=C3)F)C
RBISNFWRLAJWTP-UHFFFAOYNA-N,CHEMBL401019,3362,A,8.7,chembl20,659849,9606,HTR6,2105,C=1C=CC=2C(=CN(C3CNCCC3)C2N1)S(=O)(=O)C4=CC=CC=C4F
QYCSILHSSGBEAI-UHFFFAOYNA-N,CHEMBL3262432,3362,A,6.39,chembl20,1349440,9606,HTR6,2105,C(CCCCCN1CCN(CC1)C=2C=CC=C3C=CC=CC23)(=O)N(C)C4=CC(=CC=C4)O
QYCVGIKLACULSQ-MPIMZMORNA-N,53319442,3362,A,7.76955,pubchem,550750,9606,HTR6,2105,S(=O)(=O)(C=1NN=C2C1C=CC=C2NCCN)C=3C=4C(C=CC3)=CC=CC4
QYCVGIKLACULSQ-QWOVJGMINA-N,CHEMBL1642858,3362,A,7.77,chembl20,699278,9606,HTR6,2105,O=S(C1=CC=CC=2C1=CC=CC2)(=O)C3=NNC4=C3C=CC=C4NCCN
QZDCJSLBKRIGNF-LELJVTLKNA-N,CHEMBL1085835,3362,A,7.6,chembl20,634948,9606,HTR6,2105,C=1C=C2C(CN(S(=O)(=O)C3=CC=C(C=4C3=CC=CC4)OC)C2=CC1)C(=O)NC5CCN(CC5)C
PJCRJVPZJMTMTB-UHFFFAOYNA-N,44390035,3362,A,8.42022,pubchem,238738,9606,HTR6,2105,S(=O)(=O)(C=1C=2C(C(N3CCNCC3)=CC1)=CC=CC2)C4=CC=CC=C4
OYCSAKPQXKWSDF-UHFFFAOYNA-N,CHEMBL595301,3362,A,7.6,chembl20,603611,9606,HTR6,2105,C=1(N2C(=NC1Cl)SC=C2)S(=O)(=O)NC=3C=C4C(=C(CC4=CC3OC)C)C
PLVZHOWVQHWPON-UHFFFAOYNA-N,49864289,3362,A,8.22185,pubchem,501445,9606,HTR6,2105,S(=O)(=O)(N(CC1CC1)C=2C=C(N3CCN(CC3)C)C=CC2)C4=CC=5C(C=C4)=CC=CC5
PNWSCBBGAAPCOT-UHFFFAOYNA-N,CHEMBL250661,3362,A,6.32,chembl20,458154,9606,HTR6,2105,C1=C(C(NN2C=CC=C2)=CC(=C1)N3CCN(CC3)C)N(=O)=O
OXFSANVEEVGUSC-ALIGIXCUNA-N,CHEMBL1256172,3362,A,7.05,chembl20,665589,9606,HTR6,2105,C=1(C=CC(=C(C1)N2CCN(CC2)CCCCCCNC(CCCCC3SC[C@H]4[C@@H]3NC(N4)=O)=O)OC)NS(C5=C(C6=C(S5)C=CC(=C6)Cl)C)(=O)=O
PYQSCEKRHWKBEM-UHFFFAOYNA-N,CHEMBL2152930,3362,A,7.7,chembl20,853659,9606,HTR6,2105,O=S(C=1C=C(C(=CC1)OC)N2CCNCC2)(NC=3C=CC=C(C3)C(OC)C)=O
PSUUEBWZTJTEDC-MPIMZMORNA-N,CHEMBL401970,3362,A,8.04,chembl20,461681,9606,HTR6,2105,C=1C(=CC=2NC(C(C3=CC=C(C=C3)N(CC)CC)(C)C(C2C1Cl)=O)=O)Cl
QARBEZKONJGYPQ-ZLJHMRGVNA-N,CHEMBL2058429,3362,A,5.14,chembl20,989089,9606,HTR6,2105,C/1(\N(C(/C(/N1C)=C\C2=CNC=3C(=CC=CC23)Br)=O)C)=N\C
QASCBWTWFDWZJI-HXTKINSTNA-N,11575479,3362,A,7.08407,pubchem,313655,9606,HTR6,2105,ClC=1C=2C(=O)C(C3=CC(OCC4=CC=CC=C4)=CC=C3)(C(=O)NC2C=C(Cl)C1)C
PXVJEDOZGDZJQY-UHFFFAOYNA-N,CHEMBL3260313,3362,A,9.47,chembl20,1351619,9606,HTR6,2105,O=S(=O)(C1=CC2=CC=CC(=C2N=C1)N3CCN(CC3)C)C4=CC=CC(=C4)F
RHQAHTWVOWJAQS-XFXZXTDPNA-N,46224941,3362,A,5.84164,pubchem,452261,9606,HTR6,2105,FC1=CC=2C3=C(N(C2C=C1)/C=C\C4=CC=C(C=C4)C)CCN(C3)C
RHZRUXXKUJKBGW-UHFFFAOYNA-N,CHEMBL360181,3362,A,7.81,chembl20,303107,9606,HTR6,2105,C1(S(=O)(=O)C=2C=CC=CC2)=CN(CCNC)C=3C1=CC=CC3
RIANXOIYVWOVPJ-UHFFFAOYNA-N,CHEMBL178561,3362,A,6.25,chembl20,307919,9606,HTR6,2105,S(N1C=C(C2=CCN(CC2)C(=O)C)C=3C1=CC=CC3)(=O)(=O)C=4C=CC=CC4
RIFXMYBRJYQMTK-UHFFFAOYNA-N,10246789,3362,A,7.74473,pubchem,239013,9606,HTR6,2105,S(=O)(=O)(C1=C(N(C=2C1=CC=CC2)CCN(C)C)C)C3=CC=CC=C3
RIPUIEGVRLGBBX-UHFFFAOYNA-N,CHEMBL361180,3362,A,9.0,chembl20,303182,9606,HTR6,2105,N1(S(C=2C=CC(=CC2)N)(=O)=O)C=3C(=CC4=C(C3)OCO4)C(=C1)C5=CCNCC5
RJBZCOQIWDMFST-UHFFFAOYNA-N,CHEMBL3289986,3362,A,7.77,chembl20,1366806,9606,HTR6,2105,S(=O)(=O)(NCCCCN1CCN(CC1)C2=NOC=3C2=CC=CC3)C4=C(C5=C(S4)C=CC(=C5)F)C
RJCGVXCLLBQVMP-ZDUSSCGKNA-N,46889893,3362,A,10.1002,pubchem,484646,9606,HTR6,2105,S(=O)(=O)(C1=CC2=C([C@@H](CCC2)CN)C=C1)C=3C=C(F)C=CC3
RJGHKJBJOGXPNK-UHFFFAOYNA-N,CHEMBL366515,3362,A,6.82,chembl20,303258,9606,HTR6,2105,S(C1=C2N=CC=CC2=CC=C1)(N3CCC(N4C(OCC=5C4=CC=CC5)=O)CC3)(=O)=O
RJGTUGOGNODPPC-UHFFFAOYNA-N,44438719,3362,A,8.60206,pubchem,306132,9606,HTR6,2105,S(=O)(=O)(N1C=2C(C(CCN(C)C)=C1)=CC=CC2)C3=CC=C(C=C3)C
RJIYNRXLZPCZPV-UHFFFAOYNA-N,CHEMBL350026,3362,A,8.1,chembl20,3647,9606,HTR6,2105,S(NC1=C(C=C(C=C1)C)Br)(C=2C=C(N3CCNCC3)C(=CC2)OC)(=O)=O
RMWBQRLIFOIUFM-UHFFFAOYNA-N,CHEMBL209909,3362,A,6.54,chembl20,383814,9606,HTR6,2105,C1=C(C=C(NS(C2=CC=CC=C2)(=O)=O)C=C1)CN
